clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,technique,technique_class,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,note_onset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,midi_path,audio_path,analysis_tier
delayed_A4-rep01__t-pizzicato__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,pizzicato,released,43,f,64,96,1.75,0.75,2550918742492999885,20260826,delayed_A4-cc1p0_n010-off0175-pizzicato-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-pizzicato__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-pizzicato__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-pizzicato__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,pizzicato,released,43,f,64,96,1.75,0.75,4112404267314369956,20260826,delayed_A4-cc1p0_n010-off0175-pizzicato-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-pizzicato__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-pizzicato__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-p__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,p,64,32,0.25,0.75,1124692805970573111,20260826,delayed_A4-cc1p0_n010-off0025-spiccato-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-p__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-p__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-p__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,p,64,32,0.25,0.75,3226445637075131877,20260826,delayed_A4-cc1p0_n010-off0025-spiccato-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-p__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-p__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-mf__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,0.25,0.75,1124692805970573111,20260826,delayed_A4-cc1p0_n010-off0025-spiccato-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-mf__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-mf__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-mf__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,0.25,0.75,3226445637075131877,20260826,delayed_A4-cc1p0_n010-off0025-spiccato-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-mf__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-mf__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-f__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,0.25,0.75,1124692805970573111,20260826,delayed_A4-cc1p0_n010-off0025-spiccato-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-f__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-f__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-f__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,0.25,0.75,3226445637075131877,20260826,delayed_A4-cc1p0_n010-off0025-spiccato-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-f__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-f__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-p__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,p,64,32,1.75,0.75,8701441258883826924,20260826,delayed_A4-cc1p0_n010-off0175-spiccato-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-p__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-p__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-p__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,p,64,32,1.75,0.75,466828854711633588,20260826,delayed_A4-cc1p0_n010-off0175-spiccato-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-p__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-p__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-mf__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,1.75,0.75,8701441258883826924,20260826,delayed_A4-cc1p0_n010-off0175-spiccato-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-mf__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-mf__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-mf__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,1.75,0.75,466828854711633588,20260826,delayed_A4-cc1p0_n010-off0175-spiccato-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-mf__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-mf__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,1.75,0.75,8701441258883826924,20260826,delayed_A4-cc1p0_n010-off0175-spiccato-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-spiccato__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,1.75,0.75,466828854711633588,20260826,delayed_A4-cc1p0_n010-off0175-spiccato-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-spiccato__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-p__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,2800769046985710116,20260826,delayed_A4-cc1p0_n010-off0025-sustain-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-p__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-p__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-p__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,637779450134699422,20260826,delayed_A4-cc1p0_n010-off0025-sustain-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-p__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-p__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,2800769046985710116,20260826,delayed_A4-cc1p0_n010-off0025-sustain-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-mf__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-mf__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,637779450134699422,20260826,delayed_A4-cc1p0_n010-off0025-sustain-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-mf__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-mf__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-f__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,0.25,0.75,2800769046985710116,20260826,delayed_A4-cc1p0_n010-off0025-sustain-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-f__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-f__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,0.25,0.75,637779450134699422,20260826,delayed_A4-cc1p0_n010-off0025-sustain-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-f__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-f__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-p__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.75,0.75,1931009546376691705,20260826,delayed_A4-cc1p0_n010-off0175-sustain-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-p__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-p__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-p__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.75,0.75,6323669241332086150,20260826,delayed_A4-cc1p0_n010-off0175-sustain-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-p__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-p__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.75,0.75,1931009546376691705,20260826,delayed_A4-cc1p0_n010-off0175-sustain-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-mf__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-mf__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.75,0.75,6323669241332086150,20260826,delayed_A4-cc1p0_n010-off0175-sustain-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-mf__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-mf__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.75,0.75,1931009546376691705,20260826,delayed_A4-cc1p0_n010-off0175-sustain-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-sustain__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.75,0.75,6323669241332086150,20260826,delayed_A4-cc1p0_n010-off0175-sustain-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-sustain__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-p__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,0.25,0.75,1671529444438671899,20260826,delayed_A4-cc1p0_n010-off0025-tremolo-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-p__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-p__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-p__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,0.25,0.75,1244067056676191438,20260826,delayed_A4-cc1p0_n010-off0025-tremolo-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-p__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-p__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-mf__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,0.25,0.75,1671529444438671899,20260826,delayed_A4-cc1p0_n010-off0025-tremolo-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-mf__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-mf__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-mf__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,0.25,0.75,1244067056676191438,20260826,delayed_A4-cc1p0_n010-off0025-tremolo-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-mf__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-mf__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-f__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,0.25,0.75,1671529444438671899,20260826,delayed_A4-cc1p0_n010-off0025-tremolo-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-f__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-f__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-f__p-cc1p0_n010_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,0.25,0.75,1244067056676191438,20260826,delayed_A4-cc1p0_n010-off0025-tremolo-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-f__p-cc1p0_n010_off0025.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-f__p-cc1p0_n010_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-p__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,1.75,0.75,3585432314403841314,20260826,delayed_A4-cc1p0_n010-off0175-tremolo-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-p__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-p__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-p__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,1.75,0.75,4349965558859200949,20260826,delayed_A4-cc1p0_n010-off0175-tremolo-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-p__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-p__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-mf__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,1.75,0.75,3585432314403841314,20260826,delayed_A4-cc1p0_n010-off0175-tremolo-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-mf__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-mf__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-mf__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,1.75,0.75,4349965558859200949,20260826,delayed_A4-cc1p0_n010-off0175-tremolo-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-mf__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-mf__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,1.75,0.75,3585432314403841314,20260826,delayed_A4-cc1p0_n010-off0175-tremolo-rep01,1,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep01__t-tremolo__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-f__p-cc1p0_n010_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,1.75,0.75,4349965558859200949,20260826,delayed_A4-cc1p0_n010-off0175-tremolo-rep02,2,1.0,1.0,10,data/midi/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-f__p-cc1p0_n010_off0175.mid,data/model_audio/config_robustness/cc1p0_n010/delayed_A4-rep02__t-tremolo__d-f__p-cc1p0_n010_off0175.wav,generator_only_exploratory
