clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,technique,technique_class,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,note_onset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,midi_path,audio_path,analysis_tier
delayed_A4-rep02__t-spiccato__d-p__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,p,64,32,0.25,0.75,2567911541900511521,20260826,delayed_A4-cc4p0_n030-off0025-spiccato-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-p__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-p__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-mf__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,0.25,0.75,1922107775953363158,20260826,delayed_A4-cc4p0_n030-off0025-spiccato-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-mf__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-mf__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-mf__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,0.25,0.75,2567911541900511521,20260826,delayed_A4-cc4p0_n030-off0025-spiccato-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-mf__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-mf__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-f__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,0.25,0.75,1922107775953363158,20260826,delayed_A4-cc4p0_n030-off0025-spiccato-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-f__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-f__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-f__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,0.25,0.75,2567911541900511521,20260826,delayed_A4-cc4p0_n030-off0025-spiccato-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-f__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-f__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-p__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,p,64,32,1.75,0.75,7588377316610165520,20260826,delayed_A4-cc4p0_n030-off0175-spiccato-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-p__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-p__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-p__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,p,64,32,1.75,0.75,2503899418030261291,20260826,delayed_A4-cc4p0_n030-off0175-spiccato-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-p__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-p__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-mf__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,1.75,0.75,7588377316610165520,20260826,delayed_A4-cc4p0_n030-off0175-spiccato-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-mf__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-mf__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-mf__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,mf,64,64,1.75,0.75,2503899418030261291,20260826,delayed_A4-cc4p0_n030-off0175-spiccato-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-mf__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-mf__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-spiccato__d-f__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,1.75,0.75,7588377316610165520,20260826,delayed_A4-cc4p0_n030-off0175-spiccato-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-f__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-spiccato__d-f__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-spiccato__d-f__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,spiccato,released,41,f,64,96,1.75,0.75,2503899418030261291,20260826,delayed_A4-cc4p0_n030-off0175-spiccato-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-f__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-spiccato__d-f__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-p__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,1557867381947873205,20260826,delayed_A4-cc4p0_n030-off0025-sustain-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-p__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-p__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-p__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,6400699335316820210,20260826,delayed_A4-cc4p0_n030-off0025-sustain-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-p__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-p__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,1557867381947873205,20260826,delayed_A4-cc4p0_n030-off0025-sustain-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-mf__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-mf__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,6400699335316820210,20260826,delayed_A4-cc4p0_n030-off0025-sustain-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-mf__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-mf__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-f__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,0.25,0.75,1557867381947873205,20260826,delayed_A4-cc4p0_n030-off0025-sustain-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-f__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-f__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,0.25,0.75,6400699335316820210,20260826,delayed_A4-cc4p0_n030-off0025-sustain-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-f__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-f__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-p__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.75,0.75,2542293681700961538,20260826,delayed_A4-cc4p0_n030-off0175-sustain-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-p__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-p__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-p__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.75,0.75,4939237253208691227,20260826,delayed_A4-cc4p0_n030-off0175-sustain-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-p__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-p__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.75,0.75,2542293681700961538,20260826,delayed_A4-cc4p0_n030-off0175-sustain-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-mf__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-mf__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.75,0.75,4939237253208691227,20260826,delayed_A4-cc4p0_n030-off0175-sustain-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-mf__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-mf__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-f__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.75,0.75,2542293681700961538,20260826,delayed_A4-cc4p0_n030-off0175-sustain-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-f__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-sustain__d-f__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.75,0.75,4939237253208691227,20260826,delayed_A4-cc4p0_n030-off0175-sustain-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-f__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-sustain__d-f__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-p__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,0.25,0.75,7629984536893107718,20260826,delayed_A4-cc4p0_n030-off0025-tremolo-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-p__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-p__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-p__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,0.25,0.75,662896731792512558,20260826,delayed_A4-cc4p0_n030-off0025-tremolo-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-p__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-p__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-mf__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,0.25,0.75,7629984536893107718,20260826,delayed_A4-cc4p0_n030-off0025-tremolo-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-mf__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-mf__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-mf__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,0.25,0.75,662896731792512558,20260826,delayed_A4-cc4p0_n030-off0025-tremolo-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-mf__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-mf__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-f__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,0.25,0.75,7629984536893107718,20260826,delayed_A4-cc4p0_n030-off0025-tremolo-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-f__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-f__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-f__p-cc4p0_n030_off0025,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,0.25,0.75,662896731792512558,20260826,delayed_A4-cc4p0_n030-off0025-tremolo-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-f__p-cc4p0_n030_off0025.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-f__p-cc4p0_n030_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-p__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,1.75,0.75,8938090512068986126,20260826,delayed_A4-cc4p0_n030-off0175-tremolo-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-p__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-p__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-p__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,p,64,32,1.75,0.75,868006076652269326,20260826,delayed_A4-cc4p0_n030-off0175-tremolo-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-p__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-p__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-mf__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,1.75,0.75,8938090512068986126,20260826,delayed_A4-cc4p0_n030-off0175-tremolo-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-mf__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-mf__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-mf__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,mf,64,64,1.75,0.75,868006076652269326,20260826,delayed_A4-cc4p0_n030-off0175-tremolo-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-mf__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-mf__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-tremolo__d-f__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,1.75,0.75,8938090512068986126,20260826,delayed_A4-cc4p0_n030-off0175-tremolo-rep01,1,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-f__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep01__t-tremolo__d-f__p-cc4p0_n030_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-tremolo__d-f__p-cc4p0_n030_off0175,model,VIOLET,delayed,config_robustness,delayed_A4,delayed_long,mid,tremolo,sustained,37,f,64,96,1.75,0.75,868006076652269326,20260826,delayed_A4-cc4p0_n030-off0175-tremolo-rep02,2,1.0,4.0,30,data/midi/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-f__p-cc4p0_n030_off0175.mid,data/model_audio/config_robustness/cc4p0_n030/delayed_A4-rep02__t-tremolo__d-f__p-cc4p0_n030_off0175.wav,generator_only_exploratory
