clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,technique,technique_class,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,note_onset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,midi_path,audio_path,analysis_tier
delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,0.5,0.75,2011894686857641595,20260826,delayed_A4-wc2p0-off0050-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,0.5,0.75,5095002244395741587,20260826,delayed_A4-wc2p0-off0050-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.0,0.75,912016159831700998,20260826,delayed_A4-wc2p0-off0100-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.0,0.75,627900705575680188,20260826,delayed_A4-wc2p0-off0100-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.0,0.75,912016159831700998,20260826,delayed_A4-wc2p0-off0100-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.0,0.75,627900705575680188,20260826,delayed_A4-wc2p0-off0100-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.0,0.75,912016159831700998,20260826,delayed_A4-wc2p0-off0100-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.0,0.75,627900705575680188,20260826,delayed_A4-wc2p0-off0100-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.75,0.75,8590715378498968542,20260826,delayed_A4-wc2p0-off0175-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,1.75,0.75,6148820866549920922,20260826,delayed_A4-wc2p0-off0175-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.75,0.75,8590715378498968542,20260826,delayed_A4-wc2p0-off0175-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,1.75,0.75,6148820866549920922,20260826,delayed_A4-wc2p0-off0175-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.75,0.75,8590715378498968542,20260826,delayed_A4-wc2p0-off0175-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,1.75,0.75,6148820866549920922,20260826,delayed_A4-wc2p0-off0175-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0300,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,3.0,0.75,6475148749049617781,20260826,delayed_A4-wc2p0-off0300-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0300.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-p__p-wc2p0_off0300.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0300,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,3.0,0.75,2430556922949462238,20260826,delayed_A4-wc2p0-off0300-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0300.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-p__p-wc2p0_off0300.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0300,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,3.0,0.75,6475148749049617781,20260826,delayed_A4-wc2p0-off0300-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0300.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-mf__p-wc2p0_off0300.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0300,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,3.0,0.75,2430556922949462238,20260826,delayed_A4-wc2p0-off0300-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0300.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-mf__p-wc2p0_off0300.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0300,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,3.0,0.75,6475148749049617781,20260826,delayed_A4-wc2p0-off0300-sustain-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0300.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-sustain__d-f__p-wc2p0_off0300.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0300,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,f,64,96,3.0,0.75,2430556922949462238,20260826,delayed_A4-wc2p0-off0300-sustain-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0300.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-sustain__d-f__p-wc2p0_off0300.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,0.25,0.75,1974841508405213341,20260826,delayed_A4-wc2p0-off0025-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0025.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,0.25,0.75,2553714206143992487,20260826,delayed_A4-wc2p0-off0025-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0025.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,mf,64,64,0.25,0.75,1974841508405213341,20260826,delayed_A4-wc2p0-off0025-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0025.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,mf,64,64,0.25,0.75,2553714206143992487,20260826,delayed_A4-wc2p0-off0025-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0025.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,f,64,96,0.25,0.75,1974841508405213341,20260826,delayed_A4-wc2p0-off0025-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0025.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,f,64,96,0.25,0.75,2553714206143992487,20260826,delayed_A4-wc2p0-off0025-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0025.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,0.5,0.75,173408705857955231,20260826,delayed_A4-wc2p0-off0050-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,0.5,0.75,778306368160678256,20260826,delayed_A4-wc2p0-off0050-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,mf,64,64,0.5,0.75,173408705857955231,20260826,delayed_A4-wc2p0-off0050-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,mf,64,64,0.5,0.75,778306368160678256,20260826,delayed_A4-wc2p0-off0050-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,f,64,96,0.5,0.75,173408705857955231,20260826,delayed_A4-wc2p0-off0050-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0050,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,f,64,96,0.5,0.75,778306368160678256,20260826,delayed_A4-wc2p0-off0050-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0050.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0050.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,1.0,0.75,2155345149581343223,20260826,delayed_A4-wc2p0-off0100-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,1.0,0.75,2616837865652415098,20260826,delayed_A4-wc2p0-off0100-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,mf,64,64,1.0,0.75,2155345149581343223,20260826,delayed_A4-wc2p0-off0100-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,mf,64,64,1.0,0.75,2616837865652415098,20260826,delayed_A4-wc2p0-off0100-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-mf__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,f,64,96,1.0,0.75,2155345149581343223,20260826,delayed_A4-wc2p0-off0100-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-f__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0100,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,f,64,96,1.0,0.75,2616837865652415098,20260826,delayed_A4-wc2p0-off0100-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0100.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-f__p-wc2p0_off0100.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,1.75,0.75,3674897827973711297,20260826,delayed_A4-wc2p0-off0175-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-p__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,p,64,32,1.75,0.75,7588286145262382618,20260826,delayed_A4-wc2p0-off0175-legato_slur-rep02,2,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep02__t-legato_slur__d-p__p-wc2p0_off0175.wav,generator_only_exploratory
delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0175,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,legato_slur,sustained,49,mf,64,64,1.75,0.75,3674897827973711297,20260826,delayed_A4-wc2p0-off0175-legato_slur-rep01,1,1.0,2.0,30,data/midi/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0175.mid,data/model_audio/delayed_sweep/wc2p0/delayed_A4-rep01__t-legato_slur__d-mf__p-wc2p0_off0175.wav,generator_only_exploratory
