clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,technique,technique_class,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,note_onset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,sampling_steps,midi_path,audio_path,analysis_tier
delayed_A4-rep14__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,8304423562614594343,20260826,delayed_A4-wc1p0-off0025-sustain-rep14,14,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep14__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep14__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep15__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,4456020948602058946,20260826,delayed_A4-wc1p0-off0025-sustain-rep15,15,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep15__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep15__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep16__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,8122524629369641758,20260826,delayed_A4-wc1p0-off0025-sustain-rep16,16,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep16__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep16__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep17__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,4990444220378571030,20260826,delayed_A4-wc1p0-off0025-sustain-rep17,17,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep17__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep17__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep18__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,4141591303353797207,20260826,delayed_A4-wc1p0-off0025-sustain-rep18,18,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep18__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep18__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep19__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,8090764313368288462,20260826,delayed_A4-wc1p0-off0025-sustain-rep19,19,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep19__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep19__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep20__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,1090539601230664449,20260826,delayed_A4-wc1p0-off0025-sustain-rep20,20,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep20__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep20__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep21__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,4769008981083461614,20260826,delayed_A4-wc1p0-off0025-sustain-rep21,21,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep21__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep21__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep22__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,5967029892271743198,20260826,delayed_A4-wc1p0-off0025-sustain-rep22,22,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep22__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep22__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep23__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,4585539575122525138,20260826,delayed_A4-wc1p0-off0025-sustain-rep23,23,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep23__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep23__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep24__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,6948280771370848900,20260826,delayed_A4-wc1p0-off0025-sustain-rep24,24,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep24__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep24__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep25__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,5428712769650926793,20260826,delayed_A4-wc1p0-off0025-sustain-rep25,25,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep25__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep25__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep26__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,1960947043601288875,20260826,delayed_A4-wc1p0-off0025-sustain-rep26,26,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep26__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep26__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep27__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,7431908777533841880,20260826,delayed_A4-wc1p0-off0025-sustain-rep27,27,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep27__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep27__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep28__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,5646300111383835036,20260826,delayed_A4-wc1p0-off0025-sustain-rep28,28,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep28__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep28__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep29__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,3348474925493707196,20260826,delayed_A4-wc1p0-off0025-sustain-rep29,29,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep29__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep29__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep30__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,204367363168210273,20260826,delayed_A4-wc1p0-off0025-sustain-rep30,30,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep30__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep30__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep31__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,1519114692810696269,20260826,delayed_A4-wc1p0-off0025-sustain-rep31,31,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep31__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep31__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep32__t-sustain__d-p__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,p,64,32,0.25,0.75,288571111916936816,20260826,delayed_A4-wc1p0-off0025-sustain-rep32,32,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep32__t-sustain__d-p__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep32__t-sustain__d-p__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep01__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,6640839125906705195,20260826,delayed_A4-wc1p0-off0025-sustain-rep01,1,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep01__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep01__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep02__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,8939345302110486063,20260826,delayed_A4-wc1p0-off0025-sustain-rep02,2,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep02__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep02__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep03__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,643128204383694312,20260826,delayed_A4-wc1p0-off0025-sustain-rep03,3,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep03__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep03__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep04__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,7350069351156598567,20260826,delayed_A4-wc1p0-off0025-sustain-rep04,4,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep04__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep04__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep05__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,8961664470593029272,20260826,delayed_A4-wc1p0-off0025-sustain-rep05,5,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep05__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep05__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep06__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,5981671307659985313,20260826,delayed_A4-wc1p0-off0025-sustain-rep06,6,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep06__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep06__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep07__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,1625824121686997688,20260826,delayed_A4-wc1p0-off0025-sustain-rep07,7,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep07__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep07__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep08__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,3601167166892299625,20260826,delayed_A4-wc1p0-off0025-sustain-rep08,8,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep08__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep08__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep09__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,2853044261370710815,20260826,delayed_A4-wc1p0-off0025-sustain-rep09,9,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep09__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep09__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep10__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,3230308247462383992,20260826,delayed_A4-wc1p0-off0025-sustain-rep10,10,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep10__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep10__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep11__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,6951476950860344204,20260826,delayed_A4-wc1p0-off0025-sustain-rep11,11,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep11__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep11__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep12__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,8526216257736312484,20260826,delayed_A4-wc1p0-off0025-sustain-rep12,12,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep12__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep12__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep13__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,3475853235074370919,20260826,delayed_A4-wc1p0-off0025-sustain-rep13,13,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep13__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep13__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep14__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,8304423562614594343,20260826,delayed_A4-wc1p0-off0025-sustain-rep14,14,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep14__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep14__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep15__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,4456020948602058946,20260826,delayed_A4-wc1p0-off0025-sustain-rep15,15,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep15__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep15__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep16__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,8122524629369641758,20260826,delayed_A4-wc1p0-off0025-sustain-rep16,16,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep16__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep16__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep17__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,4990444220378571030,20260826,delayed_A4-wc1p0-off0025-sustain-rep17,17,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep17__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep17__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep18__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,4141591303353797207,20260826,delayed_A4-wc1p0-off0025-sustain-rep18,18,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep18__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep18__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
delayed_A4-rep19__t-sustain__d-mf__p-wc1p0_off0025,model,VIOLET,delayed,delayed_sweep,delayed_A4,delayed_long,mid,sustain,sustained,36,mf,64,64,0.25,0.75,8090764313368288462,20260826,delayed_A4-wc1p0-off0025-sustain-rep19,19,1.0,1.0,30,data/midi/delayed_sweep/wc1p0/delayed_A4-rep19__t-sustain__d-mf__p-wc1p0_off0025.mid,data/model_audio/delayed_sweep/wc1p0/delayed_A4-rep19__t-sustain__d-mf__p-wc1p0_off0025.wav,generator_only_exploratory
