clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__scale_low__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,11
r__leap_low__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,staccato,real_counterfactual_primary,40,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,12
r__long_high__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,13
r__long_low__t-sustain__d-mf__p-constant__v-V2__take02,real,real_violin,constant,long_low,long,low,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__long_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,planned,14
r__long_high__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,15
r__leap_low__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__leap_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,16
r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take01.wav,planned,17
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,planned,18
r__scale_low__t-sustain__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-sustain__d-f__p-constant__v-V1__take01.wav,planned,19
r__repeat_low__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,20
r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_mid,leap,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,21
r__scale_low__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,scale_low,scale,low,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__scale_low__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,22
r__long_high__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,23
r__leap_high__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_high,leap,high,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_high__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,24
r__repeat_high__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_high,repeat,high,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_high__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,25
r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,26
r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,27
r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,28
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,29
r__leap_mid__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_mid,leap,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,30
r__scale_low__t-staccato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_low,scale,low,staccato,real_counterfactual_primary,40,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_low__t-staccato__d-mf__p-constant__v-V2__take01.wav,planned,31
r__scale_mid__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,32
r__long_low__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_low,long,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,33
r__leap_low__t-pizzicato__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-p__p-constant__v-V2__take01.wav,planned,34
r__long_low__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,long_low,long,low,legato_slur,real_counterfactual_primary,49,f,96,96,,V3,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_low__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__long_low__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,35
r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,planned,36
r__leap_low__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,37
r__long_high__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V2,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,38
r__repeat_low__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_low,repeat,low,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_low__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,39
r__long_mid__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,40
r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,41
r__leap_mid__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,42
r__long_low__t-sustain__d-p__p-constant__v-V3__take01,real,real_violin,constant,long_low,long,low,sustain,real_counterfactual_primary,36,p,32,32,,V3,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__long_low__t-sustain__d-p__p-constant__v-V3__take01.wav,planned,43
r__repeat_low__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,44
r__scale_mid__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__scale_mid__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,45
r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,46
r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_mid,repeat,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,47
r__scale_high__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,48
r__long_low__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,long_low,long,low,staccato,real_counterfactual_primary,40,mf,64,64,,V2,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_low__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__long_low__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,49
r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,50
r__long_high__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,51
r__long_high__t-legato_slur__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-legato_slur__d-f__p-constant__v-V1__take01.wav,planned,52
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,53
r__long_mid__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,54
r__long_low__t-sustain__d-f__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-sustain__d-f__p-constant__v-V2__take01.wav,planned,55
r__scale_low__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,56
r__repeat_high__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_high,repeat,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,57
r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,58
r__long_mid__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__long_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,59
r__leap_low__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,60
r__scale_low__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__scale_low__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,61
