clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__scale_mid__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,22
r__scale_mid__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,23
r__long_mid__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,24
r__long_mid__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,1,1,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,25
r__scale_mid__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,26
r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,27
r__long_mid__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,28
r__long_mid__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,29
r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,30
r__long_mid__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,1,1,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,31
r__long_mid__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,1,1,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,32
r__scale_mid__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,33
r__long_mid__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,2,2,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,34
r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,35
r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,2,2,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,36
r__long_mid__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,2,2,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,37
r__long_mid__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,2,2,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,38
r__scale_mid__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,39
r__long_mid__t-sustain__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,1,1,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-sustain__d-f__p-constant__v-V1__take01.wav,planned,40
r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,41
r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,42
r__scale_mid__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,43
r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,44
r__scale_mid__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,45
r__scale_mid__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/pilot/reference/ref__scale_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,46
r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,47
r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,1,1,69.0,True,0.75,data/midi/pilot/reference/ref__long_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,planned,48
